date,filename,word_count,slug,type_suite,theme,regime_icpe,categorie_seveso,nom_commune,id_icpe,source_pdf
2022-09-26,sarl-chateau-cap-de-faugeres533211362022-09-2651898537900016f03.txt,29,sarl-chateau-cap-de-faugeres533211362022-09-2651898537900016f03,"Sans suite
| Proposition

N° 4; Réseau de collecte
| Référence réglementaire :
Arrêté Ministériel du 15/03/1999, article Annexe, paragraphe 5.3
Thème(s): Risques chroniques, Eau
Point de contrôle déjà contrôlé : Sans Objet
Prescription contrélée
Le réseau de collecte doit être de type séparatif permettant d'isoler les eaux résiduaires polluées
des eaux pluviales non susceptibles d'être polluées.
Les points de rejet des eaux résiduaires doivent être en nombre aussi réduit que possible
aménagés pour permettre un prélèvement aisé d'échantillon.
Constats
CONFORME.
Les effluents non traités sont acheminés vers une cuve étanche avant d'être récupérés par la
CUMA Castillonaise, entreprise PUISARNAUD, Castillon la Bataille.
|
de suites proposées
: Sans suite","Risques chroniques, Exploitation
et entretien",AUTRE,,Sainte-Colombe,53321136,SARL-CHATEAU-CAP-DE-FAUGERES_53321136_2022-09-26_51898537900016.pdf
2022-09-26,chateau-fombrauge-sas52119552022-09-2659725040600019f02.txt,26,chateau-fombrauge-sas52119552022-09-2659725040600019f02,Sans suite,"Risques chroniques, Implantation et aménagement",AUTRE,,Saint-Christophe-des-Bardes,5211955,CHATEAU-FOMBRAUGE-SAS_5211955_2022-09-26_59725040600019.pdf
2022-09-26,chateau-fombrauge-sas52119552022-09-2659725040600019f01.txt,49,chateau-fombrauge-sas52119552022-09-2659725040600019f01,Sans suite,"Risques chroniques, Dispositions générales",AUTRE,,Saint-Christophe-des-Bardes,5211955,CHATEAU-FOMBRAUGE-SAS_5211955_2022-09-26_59725040600019.pdf
2022-09-26,sarl-chateau-cap-de-faugeres533211362022-09-2651898537900016f01.txt,172,sarl-chateau-cap-de-faugeres533211362022-09-2651898537900016f01,"Susceptible
de suites",,AUTRE,,Sainte-Colombe,53321136,SARL-CHATEAU-CAP-DE-FAUGERES_53321136_2022-09-26_51898537900016.pdf
2022-09-27,afm-recyclage-bassens52114942022-09-2738348263500422f13.txt,108,afm-recyclage-bassens52114942022-09-2738348263500422f13,Susceptible de suites,"Risques accidentels, Carnet de bord",AUTORISATION,NON_SEVESO,Bassens,5211494,AFM-RECYCLAGE-Bassens_5211494_2022-09-27_38348263500422.pdf
2022-09-27,sas-j-dubourg52034892022-09-2781742313000019f06.txt,279,sas-j-dubourg52034892022-09-2781742313000019f06,Susceptible de suites,"Autre, Plan d'exploitation",AUTORISATION,NON_SEVESO,Le Barp,5203489,SAS-J-DUBOURG_5203489_2022-09-27_81742313000019.pdf
2022-09-29,jeanneau-sas52122872022-09-2980046790400010f07.txt,283,jeanneau-sas52122872022-09-2980046790400010f07,Susceptible de suite,"Risques chroniques, suivi des volumes prélevés au milieu naturel",AUTRE,,Laruscade,5212287,JEANNEAU-SAS_5212287_2022-09-29_80046790400010.pdf
2022-10-05,centre-de-recuperation-du-libournais-coutras52077522022-10-0534183141000012f02.txt,101,centre-de-recuperation-du-libournais-coutras52077522022-10-0534183141000012f02,Sans suite,"Risques chroniques, Eaux de rejet",AUTORISATION,NON_SEVESO,Coutras,5207752,CENTRE-DE-RECUPERATION-DU-LIBOURNAIS-Coutras_5207752_2022-10-05_34183141000012.pdf
2022-10-06,axel-vega52067542022-10-0641374835100025f19.txt,82,axel-vega52067542022-10-0641374835100025f19,Susceptibles de suites,"Risques chroniques, Récupération, recyclage, élimination",AUTRE,,Bordeaux,5206754,AXEL-VEGA_5206754_2022-10-06_41374835100025.pdf
2022-10-10,ucva52007212022-10-1078188879700011f06.txt,194,ucva52007212022-10-1078188879700011f06,Susceptibles de  suites,"Risques chroniques, conformité",AUTORISATION,NON_SEVESO,Coutras,5200721,UCVA_5200721_2022-10-10_78188879700011.pdf
2022-10-14,feu-vert-merignac-rte-du-cap-ferret1000078212022-10-1432735998001476f01.txt,112,feu-vert-merignac-rte-du-cap-ferret1000078212022-10-1432735998001476f01,Sans suite,"Produits chimiques, Fluides frigorigènes",NON_ICPE,,Mérignac,100007821,FEU-VERT-Merignac-RTE-DU-CAP-FERRET_100007821_2022-10-14_32735998001476.pdf
2022-10-27,crl-sud-gironde52080742022-10-2745264452900011f09.txt,261,crl-sud-gironde52080742022-10-2745264452900011f09,Susceptible de suites,"Risques chroniques, Compatibilité milieu",ENREGISTREMENT,NON_SEVESO,Sendets,5208074,CRL-SUD-GIRONDE_5208074_2022-10-27_45264452900011.pdf
2022-11-03,etablissement-francois1000081112022-11-0342318227800014f01.txt,336,etablissement-francois1000081112022-11-0342318227800014f01,Sans suite,"Situation administrative, Nomenclature des ICPE",NON_ICPE,,Lacanau,100008111,Etablissement-Francois_100008111_2022-11-03_42318227800014.pdf
2022-11-08,auchan-bdx-lac-station-service52005392022-11-0847618062500479f01.txt,62,auchan-bdx-lac-station-service52005392022-11-0847618062500479f01,Sans suite,"Situation administrative, Déclaration cessation",NON_ICPE,,Bordeaux,5200539,AUCHAN-BDX-LAC-Station-Service_5200539_2022-11-08_47618062500479.pdf
2022-11-08,auchan-bdx-lac-station-service52005392022-11-0847618062500479f04.txt,97,auchan-bdx-lac-station-service52005392022-11-0847618062500479f04,Susceptible de suites,"Risques accidentels, Mise en sécurité du site",NON_ICPE,,Bordeaux,5200539,AUCHAN-BDX-LAC-Station-Service_5200539_2022-11-08_47618062500479.pdf
2022-11-10,sea-invest-bordeaux-bassens-avenue-bellerive-des-moines52003302022-11-1031887184.txt,179,sea-invest-bordeaux-bassens-avenue-bellerive-des-moines52003302022-11-1031887184,Suceptible de suites,"Risques accidentels, Lutte contre l’incendie",ENREGISTREMENT,NON_SEVESO,Bassens,5200330,SEA-INVEST-BORDEAUX-BASSENS-AVENUE-BELLERIVE-DES-MOINES_5200330_2022-11-10_31887184500034.pdf
2022-11-15,pena-metaux-sas52010042022-11-1538014154900010f09.txt,342,pena-metaux-sas52010042022-11-1538014154900010f09,Avec suites,"Risques chroniques, Transmission des résultats de l'autosurveillance",AUTORISATION,NON_SEVESO,Mérignac,5201004,PENA-METAUX-SAS_5201004_2022-11-15_38014154900010.pdf
2022-11-16,edf-cpe52002622022-11-1655208131762216f04.txt,351,edf-cpe52002622022-11-1655208131762216f04,Suceptible de suite,"Risques chroniques, eaux souterraines",NON_ICPE,,Ambès,5200262,EDF-CPE_5200262_2022-11-16_55208131762216.pdf
2022-11-16,suez-rv-sud-ouest-btp-ex-adp52089112022-11-1649470681500011f02.txt,339,suez-rv-sud-ouest-btp-ex-adp52089112022-11-1649470681500011f02,Susceptible de suites,"Risques chroniques, Retombées de poussières",AUTORISATION,NON_SEVESO,Saint-Jean-d'Illac,5208911,SUEZ-RV-SUD-OUEST-BTP-ex-ADP_5208911_2022-11-16_49470681500011.pdf
2022-11-21,ecopole-bellevue-exsogefi-materiaux31052272022-11-2189456954000012f09.txt,105,ecopole-bellevue-exsogefi-materiaux31052272022-11-2189456954000012f09,Susceptible de suites,"Risques chroniques, Rejets aqueux",ENREGISTREMENT,NON_SEVESO,Mérignac,3105227,ECOPOLE-BELLEVUE-exSOGEFI-MATERIAUX_3105227_2022-11-21_89456954000012.pdf
2022-12-05,lafarge-granulats-lg-abzac31048412022-12-0556211088201575f04.txt,295,lafarge-granulats-lg-abzac31048412022-12-0556211088201575f04,Susceptible de suite,"Actions nationales 2022, Mesures d'évitement et de réduction",AUTORISATION,NON_SEVESO,Abzac,3104841,LAFARGE-GRANULATS-LG-Abzac_3104841_2022-12-05_56211088201575.pdf
2022-12-05,lafarge-granulats-lg-abzac31048412022-12-0556211088201575f03.txt,281,lafarge-granulats-lg-abzac31048412022-12-0556211088201575f03,Susceptible de suite,"Autre, Aménagements préliminaires",AUTORISATION,NON_SEVESO,Abzac,3104841,LAFARGE-GRANULATS-LG-Abzac_3104841_2022-12-05_56211088201575.pdf
2022-12-15,sas-melusine-energie31059802022-12-1585036642800017f01.txt,16,sas-melusine-energie31059802022-12-1585036642800017f01,,,ENREGISTREMENT,NON_SEVESO,Aillas,3105980,SAS-MELUSINE-ENERGIE_3105980_2022-12-15_85036642800017.pdf
2022-12-15,sas-melusine-energie31059802022-12-1585036642800017f03.txt,20,sas-melusine-energie31059802022-12-1585036642800017f03,"Sans suite
'","Risques accidentels, DISPOSITIONS DE SECURITE",ENREGISTREMENT,NON_SEVESO,Aillas,3105980,SAS-MELUSINE-ENERGIE_3105980_2022-12-15_85036642800017.pdf
2022-12-15,cemex-granulats-sud-ouest-sas52072912022-12-1589695029200228f08.txt,102,cemex-granulats-sud-ouest-sas52072912022-12-1589695029200228f08,Susceptible de suites,"Risques accidentels, Surveillance",AUTORISATION,NON_SEVESO,Avensan,5207291,CEMEX-GRANULATS-Sud-Ouest-SAS_5207291_2022-12-15_89695029200228.pdf
2022-12-27,pomona-passionfroid52087032022-12-2755204499201715f01.txt,176,pomona-passionfroid52087032022-12-2755204499201715f01,Sans suite,"Situation administrative, Nomenclature des ICPE",AUTRE,,Tresses,5208703,POMONA-PASSIONFROID_5208703_2022-12-27_55204499201715.pdf
2023-01-03,ciron-sa-barsac52003172023-01-0346720164600016f23.txt,311,ciron-sa-barsac52003172023-01-0346720164600016f23,susceptible de suite,"Risques accidentels, Système de détection et extinction automatique",AUTORISATION,SEUIL_BAS,Barsac,5200317,CIRON-SA-Barsac_5200317_2023-01-03_46720164600016.pdf
2023-01-05,merck-biodevelopment52090892023-01-0535172344000092f03.txt,603,merck-biodevelopment52090892023-01-0535172344000092f03,Susceptible de suites,"Risques chroniques, conformité",AUTRE,,Martillac,5209089,MERCK-BIODEVELOPMENT_5209089_2023-01-05_35172344000092.pdf
2023-01-05,cemex-betons-sud-ouest1000111832023-01-0540015157700220f05.txt,400,cemex-betons-sud-ouest1000111832023-01-0540015157700220f05,Susceptible de suites,"Risques chroniques, Rétention des aires et locaux de travail",NON_ICPE,,Blanquefort,100011183,CEMEX-BETONS-SUD-OUEST_100011183_2023-01-05_40015157700220.pdf
2023-01-12,sas-lelay52011532023-01-1237831137700022f04.txt,19,sas-lelay52011532023-01-1237831137700022f04,"Sans suite
Proposition de sultes : Sans objet","Risques chroniques, Emissions dans l'air",AUTORISATION,NON_SEVESO,Saint-Symphorien,5201153,SAS-LELAY_5201153_2023-01-12_37831137700022.pdf
2023-01-12,sas-lelay52011532023-01-1237831137700022f02.txt,44,sas-lelay52011532023-01-1237831137700022f02,"Sans suite
Proposition de'svites : Sans objet","Risques accidentels, Emissions dans l'eau et dans les sols",AUTORISATION,NON_SEVESO,Saint-Symphorien,5201153,SAS-LELAY_5201153_2023-01-12_37831137700022.pdf
2023-01-13,psd-ex-carpenter-sa-ex-intermousse52000032023-01-1338133197400034f07.txt,247,psd-ex-carpenter-sa-ex-intermousse52000032023-01-1338133197400034f07,Susceptible de suites,"Risques accidentels, Surveillance du stockage",ENREGISTREMENT,NON_SEVESO,Libourne,5200003,PSD-ex-CARPENTER-SA-EX-INTERMOUSSE_5200003_2023-01-13_38133197400034.pdf
2023-01-20,simorep-cie-cs-michelin52003512023-01-2032852574600017gplbazf01.txt,66,simorep-cie-cs-michelin52003512023-01-2032852574600017gplbazf01,Sans suite,"Risques accidentels, Couronnes de refroidissement à eau",AUTORISATION,SEUIL_HAUT,Bassens,5200351,SIMOREP-CIE-CS-MICHELIN_5200351_2023-01-20_32852574600017_gPlbaz.pdf
2023-01-20,simorep-cie-cs-michelin52003512023-01-2032852574600017kaqj8df01.txt,834,simorep-cie-cs-michelin52003512023-01-2032852574600017kaqj8df01,Susceptible de suite,"Actions nationales 2022, SGS – Maîtrise des procédures d’urgence",AUTORISATION,SEUIL_HAUT,Bassens,5200351,SIMOREP-CIE-CS-MICHELIN_5200351_2023-01-20_32852574600017_kaQj8D.pdf
2023-01-24,sarl-grelier-et-fils-isdi52138802023-01-2438441797800010f04.txt,408,sarl-grelier-et-fils-isdi52138802023-01-2438441797800010f04,Susceptible de suites,"Risques chroniques, Document préalable",ENREGISTREMENT,NON_SEVESO,Saint-Martin-Lacaussade,5213880,SARL-GRELIER-ET-FILS-ISDI_5213880_2023-01-24_38441797800010.pdf
2023-01-30,carrosserie-le-graal52012022023-01-30nosiretf02.txt,333,carrosserie-le-graal52012022023-01-30nosiretf02,Susceptible de suites: ASTREINTE ADMINISTRATIVE,"Risques chroniques, Respect des dispositions de l’arrêté ministériel du 04/06/2004",AUTRE,,Saint-Loubès,5201202,CARROSSERIE-LE-GRAAL_5201202_2023-01-30_nosiret.pdf
2023-01-30,carrosserie-le-graal52012022023-01-30nosiretf04.txt,376,carrosserie-le-graal52012022023-01-30nosiretf04,Susceptible de suites: ASTREINTE ADMINISTRATIVE,"Risques chroniques, respecter les dispositions article 2.10 de l’AM du 02/05/02",AUTRE,,Saint-Loubès,5201202,CARROSSERIE-LE-GRAAL_5201202_2023-01-30_nosiret.pdf
2023-01-30,carrosserie-le-graal52012022023-01-30nosiretf03.txt,192,carrosserie-le-graal52012022023-01-30nosiretf03,Susceptible de suites,"Risques chroniques, Plan de gestion de solvants (PGS),",AUTRE,,Saint-Loubès,5201202,CARROSSERIE-LE-GRAAL_5201202_2023-01-30_nosiret.pdf
2023-02-14,construction-navale-de-bordeaux52091142023-02-1434201239000023f07.txt,121,construction-navale-de-bordeaux52091142023-02-1434201239000023f07,"Susceptible de suites
Observations  : L'inspection  demande  à  l’exploitant  d’intégrer  la  mesure  de  poussières  sur
l’ensemble de ces installations 2661 à ces campagnes de mesure de rejets atmosphériques.
Une régularisation est à réaliser en ce sens au plus tard sous 3 mois. Un état des lieux des rejets en
poussières est effectué sur l'ensemble des exutoires concernés.","Risques chroniques, Rubrique 2661 : Poussières",ENREGISTREMENT,NON_SEVESO,Bordeaux,5209114,Construction-navale-de-Bordeaux_5209114_2023-02-14_34201239000023.pdf
2023-02-16,auchan-supermarche1000146202023-02-1641040901500709f11.txt,238,auchan-supermarche1000146202023-02-1641040901500709f11,Susceptible de suites,"Risques chroniques, Réseau de collecte",AUTRE,,Bègles,100014620,AUCHAN-SUPERMARCHE_100014620_2023-02-16_41040901500709.pdf
2023-02-23,soba-bennes-du-sud-ouest31065852023-02-2382122883000013f01.txt,633,soba-bennes-du-sud-ouest31065852023-02-2382122883000013f01,Sans suites,"Situation administrative, Dossier d’Enregistrement",NON_ICPE,,Coutras,3106585,SOBA-BENNES-DU-SUD-OUEST_3106585_2023-02-23_82122883000013.pdf
2023-02-23,grelier-fils52078192023-02-2338441797800010f07.txt,209,grelier-fils52078192023-02-2338441797800010f07,Susceptible de mise en demeure,"Risques chroniques, EAUX",AUTORISATION,NON_SEVESO,Saint-Aubin-de-Blaye,5207819,GRELIER-FILS_5207819_2023-02-23_38441797800010.pdf
2023-03-07,saipol-sa-bassens-5-avenue-bellerive-des-moines-152003592023-03-0738802115600079.txt,756,saipol-sa-bassens-5-avenue-bellerive-des-moines-152003592023-03-0738802115600079,Susceptible de suites,"Actions nationales 2023, Vérification des installations électriques",AUTORISATION,SEUIL_BAS,Bassens,5200359,SAIPOL-SA-Bassens-5-avenue-Bellerive-des-Moines-1_5200359_2023-03-07_38802115600079.pdf
2023-03-24,quincaillerie-guy-lego1000167562023-03-2446420279500017f04.txt,110,quincaillerie-guy-lego1000167562023-03-2446420279500017f04,Susceptible de suites,"Produits chimiques, Connaissance des produits, étiquetage",AUTRE,,Lesparre-Médoc,100016756,QUINCAILLERIE-GUY-LEGO_100016756_2023-03-24_46420279500017.pdf
2023-03-28,jv-coating-ex-electrochrome52010122023-03-2878193928500024f09.txt,135,jv-coating-ex-electrochrome52010122023-03-2878193928500024f09,Sans suites,"Risques accidentels, changement de combustible",AUTORISATION,NON_SEVESO,Mérignac,5201012,JV-COATING-ex-ELECTROCHROME_5201012_2023-03-28_78193928500024.pdf
2023-03-29,mairie-d-hourtin31045842023-03-29nosiretf01.txt,860,mairie-d-hourtin31045842023-03-29nosiretf01,Susceptible de suites,"Situation administrative, Cessation d'activité",NON_ICPE,,Hourtin,3104584,Mairie-d-HOURTIN_3104584_2023-03-29_nosiret.pdf
2023-03-30,la-grande-jaugue52093612023-03-3050818282100027f02.txt,294,la-grande-jaugue52093612023-03-3050818282100027f02,Susceptible de suites,"Risques accidentels, Utilisation des lixiviats comme réserve incendie",AUTORISATION,NON_SEVESO,Saint-Médard-en-Jalles,5209361,LA-GRANDE-JAUGUE_5209361_2023-03-30_50818282100027.pdf
2023-04-04,pfa-logistic-sci52003342023-04-0485311714100012f07.txt,184,pfa-logistic-sci52003342023-04-0485311714100012f07,Susceptible de suites,"Risques chroniques, capacité de rétention",ENREGISTREMENT,NON_SEVESO,Bassens,5200334,PFA-LOGISTIC-SCI_5200334_2023-04-04_85311714100012.pdf
2023-04-24,bordeaux-metropole-eysines52117992023-04-2448743234600038f14.txt,211,bordeaux-metropole-eysines52117992023-04-2448743234600038f14,Sans suite,"Risques chroniques, Admission",ENREGISTREMENT,NON_SEVESO,Eysines,5211799,BORDEAUX-METROPOLE-Eysines_5211799_2023-04-24_48743234600038.pdf
2023-05-02,bordeaux-metropole-dechetterie-paludate52117982023-05-0224330031600219f01.txt,361,bordeaux-metropole-dechetterie-paludate52117982023-05-0224330031600219f01,Susceptible de suites,"Risques chroniques, Cessation d'activité",NON_ICPE,,Bordeaux,5211798,BORDEAUX-METROPOLE-dechetterie-Paludate_5211798_2023-05-02_24330031600219.pdf
2023-05-09,intermarche-bordeaux-caphy52004852023-05-0933313234800017f02.txt,270,intermarche-bordeaux-caphy52004852023-05-0933313234800017f02,Avec suites,"Risques accidentels, Contrôle périodique",AUTRE,,Bordeaux,5200485,INTERMARCHE-Bordeaux-Caphy_5200485_2023-05-09_33313234800017.pdf
2023-05-09,bordeaux-metropole-pessac-le-bourgailh-2-chemin-de-la-princesse52085562023-05-09.txt,438,bordeaux-metropole-pessac-le-bourgailh-2-chemin-de-la-princesse52085562023-05-09,Susceptibles de suites,"Risques accidentels, Moyens d’intervention",AUTORISATION,NON_SEVESO,Pessac,5208556,BORDEAUX-METROPOLE-Pessac-Le-Bourgailh-2-Chemin-de-la-Princesse_5208556_2023-05-09_34868793000019.pdf
2023-05-09,bordeaux-metropole-merignac52049332023-05-0933783298400013f01.txt,394,bordeaux-metropole-merignac52049332023-05-0933783298400013f01,Susceptibles de suites,"Risques accidentels, Moyens d’intervention",AUTORISATION,NON_SEVESO,Mérignac,5204933,BORDEAUX-METROPOLE-Merignac_5204933_2023-05-09_33783298400013.pdf
2023-05-11,fillatreau-philippe52012372023-05-1132609656700010f17.txt,669,fillatreau-philippe52012372023-05-1132609656700010f17,Avec suites,"Autre, Traçabilité des déchets – Registres",ENREGISTREMENT,NON_SEVESO,Saint-Mariens,5201237,FILLATREAU-Philippe_5201237_2023-05-11_32609656700010.pdf
2023-05-11,bordeaux-metropole-le-taillan-medoc52076162023-05-1124330031600011f09.txt,269,bordeaux-metropole-le-taillan-medoc52076162023-05-1124330031600011f09,"Mise en demeure, respect de prescription","Risques chroniques, Rejets aqueux",AUTORISATION,NON_SEVESO,Le Taillan-Médoc,5207616,BORDEAUX-METROPOLE-Le-Taillan-Medoc_5207616_2023-05-11_24330031600011.pdf
2023-05-11,bordeaux-metropole-le-taillan-medoc52076162023-05-1124330031600011f07.txt,500,bordeaux-metropole-le-taillan-medoc52076162023-05-1124330031600011f07,Suceptible de suites,"Risques chroniques, Collecte des eaux pluviales susceptibles d'être polluées",AUTORISATION,NON_SEVESO,Le Taillan-Médoc,5207616,BORDEAUX-METROPOLE-Le-Taillan-Medoc_5207616_2023-05-11_24330031600011.pdf
2023-05-24,scea-fougeraie52011742023-05-2445236852500013f07.txt,346,scea-fougeraie52011742023-05-2445236852500013f07,Avec suites,"Élevage, Dossier",AUTORISATION,NON_SEVESO,Saint-Germain-d'Esteuil,5201174,SCEA-FOUGERAIE_5201174_2023-05-24_45236852500013.pdf
2023-06-22,cie-commerciale-manutention-petroliere52010362023-06-2257645046400119f01.txt,243,cie-commerciale-manutention-petroliere52010362023-06-2257645046400119f01,Sans suite,"Situation administrative, Description de l'appontement",AUTORISATION,SEUIL_HAUT,Saint-Estèphe,5201036,CIE-COMMERCIALE-MANUTENTION-PETROLIERE_5201036_2023-06-22_57645046400119.pdf
2023-06-30,nouryon-pulp-performance-chemicals52002572023-06-3045420088200065f01.txt,301,nouryon-pulp-performance-chemicals52002572023-06-3045420088200065f01,Susceptible de suite,"Risques accidentels, Sûreté",AUTORISATION,SEUIL_HAUT,Bayon-sur-Gironde,5200257,NOURYON-PULP-PERFORMANCE-CHEMICALS_5200257_2023-06-30_45420088200065.pdf
